ensembl_gene_id gene_symbol entrezgene_id
ENSG00000119681 LTBP2 4053
ENSG00000119682 AREL1 9870
ENSG00000119616 FCF1 51077
ENSG00000119596 YLPM1 56252
ENSG00000119608 PROX2 283571
ENSG00000119689 DLST 1743
ENSG00000198208 RPS6KL1 83694
ENSG00000119630 PGF 5228
ENSG00000119718 EIF2B2 8892
ENSG00000119684 MLH3 27030
ENSG00000119640 ACYP1 97
ENSG00000119703 ZC2HC1C 79696
ENSG00000119638 NEK9 91754
ENSG00000170348 TMED10 10972
ENSG00000170345 FOS 2353
ENSG00000140044 JDP2 122953
ENSG00000156127 BATF 10538
ENSG00000224721  102724153
ENSG00000119686 FLVCR2 55640
ENSG00000119685 TTLL5 23093
ENSG00000133935 ERG28 11161
ENSG00000119650 IFT43 112752
ENSG00000119699 TGFB3 7043
ENSG00000089916 GPATCH2L 55668
ENSG00000119715 ESRRB 2103
ENSG00000071246 VASH1 22846
ENSG00000258301 VASH1-AS1 100506603
ENSG00000013523 ANGEL1 23357
ENSG00000100565 LRRC74A 145497
ENSG00000258602 LINC01629 105370578
ENSG00000119669 IRF2BPL 64207
ENSG00000246548 LINC02288 283575
ENSG00000258819 LINC02289 102724190
ENSG00000198894 CIPC 85457
ENSG00000165548 TMEM63C 57156
ENSG00000177108 ZDHHC22 283576
ENSG00000165553 NGB 58157
ENSG00000221754 MIR1260A 100302236
ENSG00000009830 POMT2 29954
ENSG00000100577 GSTZ1 2954
ENSG00000100580 TMED8 283578
ENSG00000100583 SAMD15 161394
ENSG00000165555 NOXRED1 122945
ENSG00000151445 VIPAS39 63894
ENSG00000100591 AHSA1 10598
ENSG00000100593 ISM2 145501
ENSG00000100596 SPTLC2 9517
ENSG00000100601 ALKBH1 8846
ENSG00000119705 SLIRP 81892
ENSG00000100603 SNW1 22938
ENSG00000197734 C14orf178 283579
ENSG00000063761 ADCK1 57143
ENSG00000021645 NRXN3 9369
ENSG00000258419  105370586
ENSG00000211448 DIO2 1734
ENSG00000258766 DIO2-AS1 100628307
ENSG00000100629 CEP128 145508
ENSG00000165409 TSHR 7253
ENSG00000165417 GTF2A1 2957
ENSG00000221303 SNORA79 677845
ENSG00000140022 STON2 85439
ENSG00000071537 SEL1L 6400
ENSG00000258977 LINC01467 101928559
ENSG00000258743 LINC02301 101928599
ENSG00000258532 LINC02305 102724338
ENSG00000185070 FLRT2 23768
ENSG00000258804 LINC01148 283585
ENSG00000258770 LINC02330 105370611
ENSG00000054983 GALC 2581
ENSG00000140030 GPR65 8477
ENSG00000258867 LINC01146 283587
ENSG00000100433 KCNK10 54207
ENSG00000042317 SPATA7 55812
ENSG00000070778 PTPN21 11099
ENSG00000100722 ZC3H14 79882
ENSG00000165521 EML5 161436
ENSG00000165533 TTC8 123016
ENSG00000053254 FOXN3 1112
ENSG00000258920 FOXN3-AS1 400236
ENSG00000259073 FOXN3-AS2 29018
ENSG00000258792  105370616
ENSG00000140025 EFCAB11 90141
ENSG00000042088 TDP1 55775
ENSG00000152315 KCNK13 56659
ENSG00000100764 PSMC1 5700
ENSG00000119720 NRDE2 55051
ENSG00000198668 CALM1 801
ENSG00000258678 LINC02317 101930294
ENSG00000233208 LINC00642 400238
ENSG00000165914 TTC7B 145567
ENSG00000259163  101928909
ENSG00000258716  105370622
ENSG00000100784 RPS6KA5 9252
ENSG00000133943 DGLUCY 80017
ENSG00000221102 SNORA11B 100124539
ENSG00000119714 GPR68 8111
ENSG00000015133 CCDC88C 440193
ENSG00000100796 PPP4R3A 55671
ENSG00000133962 CATSPERB 79820
ENSG00000165929 TC2N 123036
ENSG00000140092 FBLN5 10516
ENSG00000100815 TRIP11 9321
ENSG00000066427 ATXN3 4287
ENSG00000183648 NDUFB1 4707
ENSG00000165934 CPSF2 53981
ENSG00000140090 SLC24A4 123041
ENSG00000100599 RIN3 79890
ENSG00000100600 LGMN 5641
ENSG00000066455 GOLGA5 9950
ENSG00000258499 LINC02287 101929002
ENSG00000100604 CHGA 1113
ENSG00000100605 ITPK1 3705
ENSG00000258730 ITPK1-AS1 319085
ENSG00000165943 MOAP1 64112
ENSG00000153485 TMEM251 26175
ENSG00000170270 GON7 84520
ENSG00000012963 UBR7 55148
ENSG00000011114 BTBD7 55727
ENSG00000133958 UNC79 57578
ENSG00000187581 COX8C 341947
ENSG00000175785 PRIMA1 145270
ENSG00000258584 FAM181A-AS1 283592
ENSG00000140067 FAM181A 90050
ENSG00000100628 ASB2 51676
ENSG00000265768 MIR4506 100616140
ENSG00000175699 CCDC197 256369
ENSG00000089723 OTUB2 78990
ENSG00000089737 DDX24 57062
ENSG00000165948 IFI27L1 122509
ENSG00000165949 IFI27 3429
ENSG00000119632 IFI27L2 83982
ENSG00000119698 PPP4R4 57718
ENSG00000140093 SERPINA10 51156
ENSG00000170099 SERPINA6 866
ENSG00000258597 SERPINA2 390502
ENSG00000197249 SERPINA1 5265
ENSG00000186910 SERPINA11 256394
ENSG00000170054 SERPINA9 327657
ENSG00000165953 SERPINA12 145264
ENSG00000100665 SERPINA4 5267
ENSG00000188488 SERPINA5 5104
ENSG00000196136 SERPINA3 12
ENSG00000187483 SERPINA13P 388007
ENSG00000133937 GSC 145258
ENSG00000100697 DICER1 23405
ENSG00000264607 MIR3173 100422981
ENSG00000235706 DICER1-AS1 400242
ENSG00000165959 CLMN 79789
ENSG00000258630 LINC02292 101929080
ENSG00000176438 SYNE3 161176
ENSG00000252481 SCARNA13 677768
ENSG00000182512 GLRX5 51218
ENSG00000258390 LINC02318 100506999
ENSG00000213231 TCL1B 9623
ENSG00000100721 TCL1A 8115
ENSG00000227051 C14orf132 56967
ENSG00000168398 BDKRB2 624
ENSG00000100739 BDKRB1 623
ENSG00000066739 ATG2B 55102
ENSG00000100744 GSKIP 51527
ENSG00000140057 AK7 122481
ENSG00000090060 PAPOLA 10914
ENSG00000258979 LINC02299 105370646
ENSG00000100749 VRK1 7443
ENSG00000259110 LINC02304 105370648
ENSG00000246084 LINC02325 101929241
ENSG00000197176 LINC02291 100129345
ENSG00000258869 LINC02312 100132612
ENSG00000246223 LINC01550 388011
ENSG00000176605 C14orf177 283598
ENSG00000127152 BCL11B 64919
ENSG00000183576 SETD3 84193
ENSG00000090061 CCNK 8812
ENSG00000205476 CCDC85C 317762
ENSG00000182218 HHIPL1 84439
ENSG00000036530 CYP46A1 10858
ENSG00000066629 EML1 2009
ENSG00000196405 EVL 51466
ENSG00000265154 MIR151B 100616247
ENSG00000199082 MIR342 442909
ENSG00000168350 DEGS2 123099
ENSG00000100811 YY1 7528
ENSG00000283840 MIR6764 102466730
ENSG00000197119 SLC25A29 123096
ENSG00000198984 MIR345 442910
ENSG00000140107 SLC25A47 283600
ENSG00000140105 WARS1 7453
ENSG00000176473 WDR25 79446
ENSG00000183092 BEGAIN 57596
ENSG00000196273 LINC00523 283601
ENSG00000185559 DLK1 8788
ENSG00000214548 MEG3 55384
ENSG00000266461 MIR2392 100616495
ENSG00000211574 MIR770 768222
ENSG00000207989 MIR493 574450
ENSG00000199151 MIR337 442905
ENSG00000283159 MIR665 100126315
ENSG00000254656 RTL1 388015
ENSG00000208001 MIR431 574038
ENSG00000207569 MIR433 574034
ENSG00000207608 MIR127 406914
ENSG00000272458 MIR432 574451
ENSG00000207942 MIR136 406927
ENSG00000275662 SNORD112 692215
ENSG00000199005 MIR370 442915
ENSG00000202191 SNORD113-1 767561
ENSG00000212384 SNORD113-2 767562
ENSG00000201700 SNORD113-3 767563
ENSG00000201672 SNORD113-4 767564
ENSG00000272474 SNORD113-5 767565
ENSG00000200215 SNORD113-6 767566
ENSG00000200632 SNORD113-7 767567
ENSG00000200367 SNORD113-8 767568
ENSG00000201950 SNORD113-9 767569
ENSG00000199575 SNORD114-1 767577
ENSG00000200823 SNORD114-2 767578
ENSG00000201839 SNORD114-3 767579
ENSG00000199798 SNORD114-5 767581
ENSG00000201263 SNORD114-6 767582
ENSG00000199390 SNORD114-7 767583
ENSG00000201240 SNORD114-9 767585
ENSG00000200279 SNORD114-10 767588
ENSG00000200608 SNORD114-11 767589
ENSG00000202270 SNORD114-12 767590
ENSG00000201247 SNORD114-13 767591
ENSG00000199593 SNORD114-14 767592
ENSG00000201557 SNORD114-15 767593
ENSG00000199914 SNORD114-16 767594
ENSG00000201569 SNORD114-17 767595
ENSG00000202142 SNORD114-18 767596
ENSG00000199942 SNORD114-19 767597
ENSG00000202048 SNORD114-20 767598
ENSG00000272344 SNORD114-21 767599
ENSG00000202293 SNORD114-22 767600
ENSG00000200406 SNORD114-23 767603
ENSG00000201899 SNORD114-24 767604
ENSG00000200612 SNORD114-25 767605
ENSG00000200413 SNORD114-26 767606
ENSG00000200636 SNORD114-27 767608
ENSG00000200480 SNORD114-28 767609
ENSG00000201689 SNORD114-29 767610
ENSG00000201318 SNORD114-30 767611
ENSG00000200089 SNORD114-31 767612
ENSG00000199088 MIR379 494328
ENSG00000199109 MIR411 693121
ENSG00000207749 MIR299 407023
ENSG00000198982 MIR380 494329
ENSG00000221745 MIR1197 100302250
ENSG00000199069 MIR323A 442897
ENSG00000211582 MIR758 768212
ENSG00000207761 MIR329-1 574408
ENSG00000207762 MIR329-2 574409
ENSG00000194717 MIR494 574452
ENSG00000221036 MIR1193 100422837
ENSG00000212040 MIR543 100126335
ENSG00000207743 MIR495 574453
ENSG00000283279 MIR376C 442913
ENSG00000283561 MIR376A2 664615
ENSG00000207934 MIR654 724024
ENSG00000283556 MIR376B 574435
ENSG00000283588 MIR376A1 494325
ENSG00000215957 MIR300 100126297
ENSG00000221525 MIR1185-1 100302157
ENSG00000221614 MIR1185-2 100302209
ENSG00000258861 MIR381HG 378881
ENSG00000199020 MIR381 494330
ENSG00000207754 MIR487B 664616
ENSG00000202560 MIR539 664612
ENSG00000216099 MIR889 100126345
ENSG00000207587 MIR544A 664613
ENSG00000207646 MIR655 724025
ENSG00000207742 MIR487A 619555
ENSG00000283170 MIR382 494331
ENSG00000207993 MIR134 406924
ENSG00000276352 MIR668 768214
ENSG00000208027 MIR485 574436
ENSG00000208004 MIR323B 574410
ENSG00000207978 MIR154 406946
ENSG00000207961 MIR496 574454
ENSG00000199015 MIR377 494326
ENSG00000216179 MIR541 100126308
ENSG00000199107 MIR409 574413
ENSG00000199012 MIR412 574433
ENSG00000199025 MIR369 442914
ENSG00000199092 MIR410 574434
ENSG00000207959 MIR656 724026
ENSG00000223403 MEG9 100507257
ENSG00000259004 LINC02285 101929422
ENSG00000259023 LINC00524 338002
ENSG00000259082 LINC02314 100507277
ENSG00000258498 DIO3OS 64150
ENSG00000283857 MIR1247 100302145
ENSG00000197406 DIO3 1735
ENSG00000258512 LINC00239 145200
ENSG00000078304 PPP2R5C 5527
ENSG00000197102 DYNC1H1 1778
ENSG00000080824 HSP90AA1 3320
ENSG00000140153 WDR20 91833
ENSG00000080823 MOK 5891
ENSG00000022976 ZNF839 55778
ENSG00000100865 CINP 51550
ENSG00000196663 TECPR2 9895
ENSG00000156381 ANKRD9 122416
ENSG00000266015 MIR4309 100422954
ENSG00000259230 LINC02323 105370681
ENSG00000089902 RCOR1 23186
ENSG00000131323 TRAF3 7187
ENSG00000166126 AMN 81693
ENSG00000198752 CDC42BPB 9578
ENSG00000283071 LBHD2 107984640
ENSG00000205436 EXOC3L4 91828
ENSG00000259717 LINC00677 105370683
ENSG00000185215 TNFAIP2 7127
ENSG00000251533 LINC00605 100131366
ENSG00000100664 EIF5 1983
ENSG00000272533 SNORA28 677811
ENSG00000075413 MARK3 4140
ENSG00000166165 CKB 1152
ENSG00000166166 TRMT61A 115708
ENSG00000166170 BAG5 9529
ENSG00000126214 KLC1 3831
ENSG00000256053 COA8 84334
ENSG00000126215 XRCC3 7517
ENSG00000100711 ZFYVE21 79038
ENSG00000088808 PPP1R13B 23368
ENSG00000258735 LINC00637 145216
ENSG00000287346  105370689
ENSG00000156411 ATP5MPL 9556
ENSG00000156414 TDRD9 122402
ENSG00000227729 RD3L 647286
ENSG00000166183 ASPG 374569
ENSG00000207568 MIR203A 406986
ENSG00000283165 MIR203B 100616173
ENSG00000066735 KIF26A 26153
ENSG00000258913 LINC02691 145195
ENSG00000258986 TMEM179 388021
ENSG00000184601 C14orf180 400258
ENSG00000260792 LINC02280 101929634
ENSG00000265291 MIR4710 100616300
ENSG00000203485 INF2 64423
ENSG00000185100 ADSS1 122622
ENSG00000184990 SIVA1 10572
ENSG00000142208 AKT1 207
ENSG00000179627 ZBTB42 100128927
ENSG00000258701 LINC00638 196872
ENSG00000099814 CEP170B 283638
ENSG00000166428 PLD4 122618
ENSG00000185567 AHNAK2 113146
ENSG00000140104 CLBA1 122616
ENSG00000170779 CDCA4 55038
ENSG00000183484 GPR132 29933
ENSG00000184916 JAG2 3714
ENSG00000273778 MIR6765 102465458
ENSG00000183828 NUDT14 256281
ENSG00000185024 BRF1 2972
ENSG00000184887 BTBD6 90135
ENSG00000179364 PACS2 23241
ENSG00000226174 TEX22 647310
ENSG00000251602  100507437
ENSG00000182979 MTA1 9112
ENSG00000182809 CRIP2 1397
ENSG00000213145 CRIP1 1396
ENSG00000185347 TEDC1 283643
ENSG00000184986 TMEM121 80757
ENSG00000274172 MIR8071-1 102465871
ENSG00000277030 MIR8071-2 102466889
ENSG00000265612 MIR4539 100616374
ENSG00000264024 MIR4507 100616135
ENSG00000263413 MIR4538 100616276
ENSG00000264781 MIR4537 100616422
ENSG00000226777 FAM30A 9834
ENSG00000271968 ADAM6 8755
ENSG00000270816 LINC00221 338005
ENSG00000265929 MIR5195 100847062
ENSG00000259156 CHEK2P2 646096
ENSG00000180229 HERC2P3 283755
ENSG00000277322 GOLGA6L6 727832
ENSG00000181984 GOLGA8CP 729786
ENSG00000265322 MIR3118-2 100422949
ENSG00000230031 POTEB2 100287399
ENSG00000266545 MIR5701-1 100847060
ENSG00000258710 LINC01193 348120
ENSG00000278522 POTEB3 102724631
ENSG00000277243 MIR3118-3 100422844
ENSG00000281347 NF1P9 440225
ENSG00000277841 MIR5701-2 100847005
ENSG00000280709 LINC02203 727924
ENSG00000284988 LINC02203 727924
ENSG00000265793 MIR3118-4 100422935
ENSG00000233917 POTEB 100996331
ENSG00000264902 MIR5701-3 103504741
ENSG00000274102 OR4M2 390538
ENSG00000183706 OR4N4 283694
ENSG00000259435 OR4N3P 390539
ENSG00000221641 MIR1268A 100302233
ENSG00000185182 GOLGA8EP 390535
ENSG00000277865 GOLGA6L22 440243
ENSG00000277561 GOLGA8IP 283796
ENSG00000274253  283683
ENSG00000170113 NIPA1 123606
ENSG00000140157 NIPA2 81614
ENSG00000273749 CYFIP1 23191
ENSG00000275835 TUBGCP5 114791
ENSG00000273976 GOLGA6L1 283767
ENSG00000175676 GOLGA8DP 100132979
ENSG00000276941 MIR4509-1 100616223
ENSG00000274471  100132101
ENSG00000273756  102723623
ENSG00000261739 GOLGA8S 653061
ENSG00000286598  105370728
ENSG00000174450 GOLGA6L2 283685
ENSG00000265673 MIR4508 100616275
ENSG00000179455 MKRN3 7681
ENSG00000254585 MAGEL2 54551
ENSG00000182636 NDN 4692
ENSG00000259905 PWRN1 791114
ENSG00000259905 PWRN1 101928840
ENSG00000260551 PWRN2 791115
ENSG00000185823 NPAP1 23742
ENSG00000128739 SNRPN 6638
ENSG00000273173 SNURF 8926
ENSG00000276314 SNORD107 91380
ENSG00000276610 SNORD64 347686
ENSG00000239014 SNORD108 338427
ENSG00000274640 SNORD109A 338428
ENSG00000200661 SNORD116-10 100033422
ENSG00000206609 SNORD116-11 100033423
ENSG00000252277 SNORD116-30 100873856
ENSG00000279050 PWAR1 145624
ENSG00000201831 SNORD115-1 338433
ENSG00000199712 SNORD115-2 100033437
ENSG00000199970 SNORD115-3 100033440
ENSG00000200680 SNORD115-4 100033441
ENSG00000200503 SNORD115-5 100033442
ENSG00000200812 SNORD115-6 100033443
ENSG00000278089 SNORD115-7 100033444
ENSG00000200726 SNORD115-8 100033445
ENSG00000199782 SNORD115-9 100033446
ENSG00000201943 SNORD115-10 100033447
ENSG00000200486 SNORD115-11 100033448
ENSG00000199453 SNORD115-12 100033449
ENSG00000273835 SNORD115-13 100033450
ENSG00000199960 SNORD115-14 100033451
ENSG00000201679 SNORD115-15 100033453
ENSG00000200757 SNORD115-16 100033454
ENSG00000201482 SNORD115-17 100033455
ENSG00000200163 SNORD115-18 100033456
ENSG00000199968 SNORD115-19 100033458
ENSG00000201969 SNORD115-20 100033460
ENSG00000199833 SNORD115-21 100033603
ENSG00000201326 SNORD115-22 100033799
ENSG00000201331 SNORD115-23 100033800
ENSG00000199489 SNORD115-25 100033801
ENSG00000275524 SNORD115-26 100033802
ENSG00000201300 SNORD115-27 100036564
ENSG00000200801 SNORD115-28 100036565
ENSG00000199704 SNORD115-29 100033803
ENSG00000200987 SNORD115-30 100033804
ENSG00000202188 SNORD115-31 100033805
ENSG00000200949 SNORD115-32 100033806
ENSG00000200593 SNORD115-33 100033807
ENSG00000199311 SNORD115-34 100033808
ENSG00000201992 SNORD115-35 100033809
ENSG00000202499 SNORD115-36 100033810
ENSG00000200638 SNORD115-37 100033811
ENSG00000201907 SNORD115-38 100033812
ENSG00000200564 SNORD115-39 100033813
ENSG00000272460 SNORD115-40 100033814
ENSG00000200478 SNORD115-41 100033815
ENSG00000201143 SNORD115-42 100033816
ENSG00000202373 SNORD115-43 100033817
ENSG00000202261 SNORD115-44 100033818
ENSG00000276844 SNORD115-46 100873857
ENSG00000201634 SNORD115-48 100033822
ENSG00000239169 SNORD109B 338429
ENSG00000114062 UBE3A 7337
ENSG00000206190 ATP10A 57194
ENSG00000266517 MIR4715 100616474
ENSG00000206187 LINC02346 100128714
ENSG00000259150 LINC00929 503519
ENSG00000235160 LINC02248 107984780
ENSG00000166206 GABRB3 2562
ENSG00000186297 GABRA5 2558
ENSG00000182256 GABRG3 2567
ENSG00000104044 OCA2 4948
ENSG00000128731 HERC2 8924
ENSG00000237850  645202
ENSG00000153684 GOLGA8F 100132565
ENSG00000266039 MIR4509-2 100616228
ENSG00000263964 MIR4509-3 100616382
ENSG00000183629 GOLGA8G 283768
ENSG00000227717  100132202
ENSG00000206149 HERC2P9 440248
ENSG00000188626 GOLGA8M 653720
ENSG00000261480 GOLGA8M 653720
ENSG00000232431  100289656
ENSG00000261649 GOLGA6L7 728310
ENSG00000034053 APBA2 321
ENSG00000104059 FAM189A1 23359
ENSG00000185115 NSMCE3 56160
ENSG00000256802  100130111
ENSG00000104067 TJP1 7082
ENSG00000179938 GOLGA8J 653073
ENSG00000178081 ULK4P3 89837
ENSG00000261247 GOLGA8T 653075
ENSG00000261247 GOLGA8T 653125
ENSG00000225930 LINC02249 26082
ENSG00000166664 CHRFAM7A 89832
ENSG00000186399 GOLGA8R 101059918
ENSG00000178115 GOLGA8Q 727909
ENSG00000178115 GOLGA8Q 728047
ENSG00000260128 ULK4P2 89838
ENSG00000260128 ULK4P2 100288380
ENSG00000261794 GOLGA8H 728498
ENSG00000285077 ARHGAP11B 89839
ENSG00000187951  100288637
ENSG00000198690 FAN1 22909
ENSG00000166912 MTMR10 54893
ENSG00000134160 TRPM1 4308
ENSG00000207702 MIR211 406993
ENSG00000259772  283710
ENSG00000169926 KLF13 51621
ENSG00000169918 OTUD7A 161725
ENSG00000175344 CHRNA7 1139
ENSG00000249931 GOLGA8K 653125
ENSG00000261279 ULK4P1 89838
ENSG00000206127 GOLGA8O 728047
ENSG00000232653 GOLGA8N 643699
ENSG00000198826 ARHGAP11A 9824
ENSG00000166922 SCG5 6447
ENSG00000241818 SCG5-AS1 105370757
ENSG00000259721  100131315
ENSG00000166923 GREM1 26585
ENSG00000248905 FMN1 342184
ENSG00000259446  101928134
ENSG00000198838 RYR3 6263
ENSG00000169857 AVEN 57099
ENSG00000184984 CHRM5 1133
ENSG00000134153 EMC7 56851
ENSG00000182405 PGBD4 161779
ENSG00000134152 KATNBL1 79768
ENSG00000128463 EMC4 51234
ENSG00000140199 SLC12A6 9990
ENSG00000182117 NOP10 55505
ENSG00000184507 NUTM1 256646
ENSG00000176454 LPCAT4 254531
ENSG00000175265 GOLGA8A 23015
ENSG00000221649 MIR1233-1 100302160
ENSG00000215252 GOLGA8B 440270
ENSG00000221065 MIR1233-2 100422845
ENSG00000159248 GJD2 57369
ENSG00000159251 ACTC1 70
ENSG00000021776 AQR 9716
ENSG00000198146 ZNF770 54989
ENSG00000255192 NANOGP8 388112
ENSG00000134146 DPH6 89978
ENSG00000265102 MIR3942 100500904
ENSG00000265098 MIR4510 100616293
ENSG00000186073 C15orf41 84529
ENSG00000134138 MEIS2 4212
ENSG00000277202 MIR8063 102466875
ENSG00000166069 TMCO5A 145942
ENSG00000259225 LINC02345 101928227
ENSG00000236914 LINC01852 107984773
ENSG00000166068 SPRED1 161742
ENSG00000171262 FAM98B 283742
ENSG00000172575 RASGRP1 10125
ENSG00000175779 LINC02694 400359
ENSG00000175746 C15orf54 400360
ENSG00000137801 THBS1 7057
ENSG00000150667 FSIP1 161835
ENSG00000166073 GPR176 11245
ENSG00000128829 EIF2AK4 440275
ENSG00000140319 SRP14 6727
ENSG00000248508 SRP14-AS1 100131089
ENSG00000104081 BMF 90427
ENSG00000156970 BUB1B 701
ENSG00000137843 PAK6 56924
ENSG00000137843 PAK6 106821730
ENSG00000176753 C15orf56 644809
ENSG00000137841 PLCB2 5330
ENSG00000230778 ANKRD63 100131244
ENSG00000259330 INAFM2 100505573
ENSG00000188549 CCDC9B 388115
ENSG00000233041 PHGR1 644844
ENSG00000140323 DISP2 85455
ENSG00000128944 KNSTRN 90417
ENSG00000128928 IVD 3712
ENSG00000140320 BAHD1 22893
ENSG00000169105 CHST14 113189
ENSG00000128891 CCDC32 90416
ENSG00000166133 RPUSD2 27079
ENSG00000137812 KNL1 57082
ENSG00000245849 RAD51-AS1 100505648
ENSG00000051180 RAD51 5888
ENSG00000137824 RMDN3 55177
ENSG00000137880 GCHFR 2644
ENSG00000104129 DNAJC17 55192
ENSG00000188277 C15orf62 643338
ENSG00000166140 ZFYVE19 84936
ENSG00000166143 PPP1R14D 54866
ENSG00000166145 SPINT1 6692
ENSG00000104140 RHOV 171177
ENSG00000104142 VPS18 57617
ENSG00000128917 DLL4 54567
ENSG00000128965 CHAC1 79094
ENSG00000128908 INO80 54617
ENSG00000178997 EXD1 161829
ENSG00000187446 CHP1 11261
ENSG00000247556 OIP5-AS1 729082
ENSG00000104147 OIP5 11339
ENSG00000137804 NUSAP1 51203
ENSG00000137806 NDUFAF1 51103
ENSG00000137815 RTF1 23168
ENSG00000137825 ITPKA 3706
ENSG00000062524 LTK 4058
ENSG00000103932 RPAP1 26015
ENSG00000092445 TYRO3 7301
ENSG00000260926  105370791
ENSG00000174197 MGA 23269
ENSG00000207766 MIR626 693211
ENSG00000137802 MAPKBP1 23005
ENSG00000243789 JMJD7 100137047
ENSG00000168970 JMJD7-PLA2G4B 8681
ENSG00000243708 PLA2G4B 100137049
ENSG00000137877 SPTBN5 51332
ENSG00000264850 MIR4310 100423013
ENSG00000103966 EHD4 30844
ENSG00000259883 EHD4-AS1 101928363
ENSG00000246740 PLA2G4E-AS1 101928388
ENSG00000188089 PLA2G4E 123745
ENSG00000159337 PLA2G4D 283748
ENSG00000168907 PLA2G4F 255189
ENSG00000166887 VPS39 23339
ENSG00000207712 MIR627 693212
ENSG00000103978 TMEM87A 25963
ENSG00000214013 GANC 2595
ENSG00000092529 CAPN3 825
ENSG00000103994 ZNF106 64397
ENSG00000092531 SNAP23 8773
ENSG00000180979 LRRC57 255252
ENSG00000137814 HAUS2 55142
ENSG00000159433 STARD9 57519
ENSG00000140326 CDAN1 146059
ENSG00000128881 TTBK2 146057
ENSG00000159459 UBR1 197131
ENSG00000137842 TMEM62 80021
ENSG00000166946 CCNDBP1 23582
ENSG00000166947 EPB42 2038
ENSG00000104055 TGM5 9333
ENSG00000159495 TGM7 116179
ENSG00000168806 LCMT2 9836
ENSG00000168803 ADAL 161823
ENSG00000140265 ZSCAN29 146050
ENSG00000137822 TUBGCP4 27229
ENSG00000067369 TP53BP1 7158
ENSG00000166963 MAP1A 4130
ENSG00000168781 PPIP5K1 9677
ENSG00000237289 CKMT1B 1159
ENSG00000242866 STRC 161497
ENSG00000166762 CATSPER2 117155
ENSG00000223572 CKMT1A 548596
ENSG00000166763 STRCP1 554225
ENSG00000205771 CATSPER2P1 440278
ENSG00000167004 PDIA3 2923
ENSG00000128886 ELL3 80237
ENSG00000140264 SERF2 10169
ENSG00000221792 MIR1282 100302254
ENSG00000184716 SERINC4 619189
ENSG00000242028 HYPK 25764
ENSG00000140259 MFAP1 4236
ENSG00000092470 WDR76 79968
ENSG00000171877 FRMD5 84978
ENSG00000166734 GOLM2 113201
ENSG00000137770 CTDSPL2 51496
ENSG00000179523 EIF3J-DT 645212
ENSG00000104131 EIF3J 8669
ENSG00000104133 SPG11 80208
ENSG00000229474 PATL2 197135
ENSG00000166710 B2M 567
ENSG00000185880 TRIM69 140691
ENSG00000259479 SORD2P 653381
ENSG00000167014 TERB2 145645
ENSG00000140263 SORD 6652
ENSG00000140279 DUOX2 50506
ENSG00000140274 DUOXA2 405753
ENSG00000140254 DUOXA1 90527
ENSG00000137857 DUOX1 53905
ENSG00000138606 SHF 90525
ENSG00000137860 SLC28A2 9153
ENSG00000171766 GATM 2628
ENSG00000171763 SPATA5L1 79029
ENSG00000166920 C15orf48 84419
ENSG00000284386 MIR147B 100126311
ENSG00000104154 SLC30A4 7782
ENSG00000207516 SNORA41B 109617005
ENSG00000104164 BLOC1S6 26258
ENSG00000137767 SQOR 58472
ENSG00000259200  105370802
ENSG00000137872 SEMA6D 80031
ENSG00000188467 SLC24A5 283652
ENSG00000104177 MYEF2 50804
ENSG00000233932 CTXN2 399697
ENSG00000074803 SLC12A1 6557
ENSG00000128951 DUT 1854
ENSG00000166147 FBN1 2200
ENSG00000103995 CEP152 22995
ENSG00000185634 SHC4 399694
ENSG00000255302 EID1 23741
ENSG00000138593 SECISBP2L 9728
ENSG00000166200 COPS2 9318
ENSG00000156958 GALK2 2585
ENSG00000264210 MIR4716 100616332
ENSG00000166262 FAM227B 196951
ENSG00000140285 FGF7 2252
ENSG00000104047 DTWD1 56986
ENSG00000104043 ATP8B4 79895
ENSG00000140284 SLC27A2 11001
ENSG00000140287 HDC 3067
ENSG00000104064 GABPB1 2553
ENSG00000285410 GABPB1-IT1 55056
ENSG00000284284 MIR4712 100616396
ENSG00000138592 USP8 9101
ENSG00000170236 USP50 373509
ENSG00000092439 TRPM7 54822
ENSG00000138600 SPPL2A 84888
ENSG00000081014 AP4E1 23431
ENSG00000259240 MIR4713HG 109729174
ENSG00000183578 TNFAIP8L3 388121
ENSG00000137869 CYP19A1 1588
ENSG00000266593 MIR4713 100616369
ENSG00000283614 MIR7973-2 102465855
ENSG00000278098 MIR7973-1 102466250
ENSG00000186417 GLDN 342035
ENSG00000104093 DMXL2 23312
ENSG00000104112 SCG3 29106
ENSG00000140280 LYSMD2 256586
ENSG00000128872 TMOD2 29767
ENSG00000138594 TMOD3 29766
ENSG00000138594 TMOD3 112268148
ENSG00000166477 LEO1 123169
ENSG00000069956 MAPK6 5597
ENSG00000259438 MAPK6-DT 112543478
ENSG00000137875 BCL2L10 10017
ENSG00000069966 GNB5 10681
ENSG00000128833 MYO5C 55930
ENSG00000221052 MIR1266 100302202
ENSG00000197535 MYO5A 4644
ENSG00000128989 ARPP19 10776
ENSG00000047346 FAM214A 56204
ENSG00000169856 ONECUT1 3175
ENSG00000259237 LINC02490 105370822
ENSG00000166415 WDR72 256764
ENSG00000137766 UNC13C 440279
ENSG00000260937  105370829
ENSG00000137876 RSL24D1 51187
ENSG00000069974 RAB27A 5873
ENSG00000225973 PIGBOS1 101928527
